trackid,time4,w4cq01,w4homlang,w4hstruct_1,w4hstruct_2,w4hstruct_3,w4hstruct_4,w4hstruct_5,w4hstruct_6,w4hstruct_7,w4hstruct_8,w4hstruct_9,w4hstruct_10,w4hstruct_10_TEXT,w4momed,w4relpar_1,w4relpar_2,w4relpar_3,w4relpar_4,w4relpar_5,w4relpar_6,w4relpar_7,w4sch_1,w4sch_2,w4sch_3,w4remsch_1,w4remsch_2,w4remsch_3,w4remsch_4,w4remsch_5,w4remsch_6,w4agesmart,w4parmon_1,w4parmon_2,w4parmon_3,w4parmon_4,w4parmon_5,w4parmon_6,w4parmon_7,w4parmon_8,w4parmon2_1,w4parmon2_2,w4parmon2_3,w4parmon2_4,w4parmon2_5,w4parmon2_6,w4parmon2_7,w4parmon2_8,w4parmon2_7_TEXT,w4parmon3,w4smwuse_1,w4smwuse_2,w4smwuse_3,w4smwuse_4,w4smwuse_5,w4smwuse_6,w4smwuse_7,w4smwuse_8,w4smwuse_9,w4smwuse_10,w4smwuse_11,w4smwuse_12,w4smwuse_12_TEXT,w4gameplay_1,w4gameplay_2,w4gamebeh_2,w4dep_1,w4dep_2,w4dep_3,w4dep_4,w4dep_5,w4dep_6,w4dep_7,w4dep_8,w4dep_9,w4dep_10,w4socanx_1,w4socanx_2,w4socanx_3,w4socanx_4,w4socanx_5,w4socanx_6,w4feel1,w4feel2,w4feel3,w4stress_1,w4stress_2,w4stress_3,w4stress_4,w4stress_5,w4stress_6,w4stress_7,w4stress_8,w4stress_10,w4stress_11,w4stress_12,w4bodimg_1,w4bodimg_2,w4bodimg_3,w4bodimg_4,w4sexor,w4sexor_5_TEXT,w4covidh_1,w4covidh_2,w4covidh_3,w4covidh_4,w4covidh_5,w4covidh_6,w4covidh_7,w4covidh_10,w4covidc_1,w4covidc_2,w4covidc_3,w4covidc_4,w4covidc_5,w4covidc_6,w4cparcheck,w4gender,w4gender_3_TEXT,w4grade,w4schgra,w4iep,w4iep_TEXT,w4oc,w4race_4,w4race_2,w4race_5,w4race_1,w4hisp,w4race_7,w4race_8,w4race_6,w4race_6_TEXT
1374,1,3,1,1,1,1, , ,1, , , , , ,4,5,2,3,3,1,1,1,3,3,3,0,0,0,0,0,1,8,3,1,1,1,1,3,5,2, , ,1, , , , , , ,8, , , , , ,1, , ,1, , , , ,3,3,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,5,1,5,1,1, ,1,0,0,1,1,0,0,0,4,4,2,3,1,3,2,1, ,6,1,2, ,2, ,1, , ,0, , , , 
1375,1,3,1, ,1,1,1, , , , , , , ,6,5,5,5,4,2,1,2,3,2,2,1,0,0,0,0,0,8,5,1,3,1,1,3,2,4, , , ,1,1, , , , ,8,1, , , , , , , , , , , , ,3,4,1, , , , ,1,3,1,0,0, ,1,1,1,1,1,1,2,1,1,1,3,3,4,1,3,3,4,4,4,2,5,1,2,1,1, ,0,0,0,0,0,0,0,1,4,2,1,4,1,1,2,1, ,6,1,1, ,2, , , ,1,0, , , , 
1376,1,2,6, ,1, , , , , , , , , ,6,4,2,3,2,1,4,5,2,3,3,0,0,0,1,0,0,0,2,4,2,5,5,5,1,1,1,1,1, ,1,1, , , ,3, ,1, , , , , , , , , , , ,2,1,3,3,2, ,1,2,0,2,3,3,1,3, ,4,2,4,1,2,3,3,4,5,3,5,5,4,5,4,5,5,5,1,4,2,5,4, ,1,0,0,0,0,0,0,0,5,5,3,4,5,3,4,3,Rather not say,6,4,2, ,2, ,1, , ,0, , , , 
1377,1,3,3,1,1, , ,1, ,1,1, , , ,6,5,5,5,5,1,1,1,3,3,3,1,0,0,0,1,0,8,5,1,2,4,2,3,3,4,1, ,1, , ,1,1, ,  After my home work is completed,3, ,1, , , , , , , , , , , ,4,4,1,0,0,0,0,3,0,0,0,0,0,3,3,3,2,3,2,2,2,3,1,4,4,4,1,4,4,1,4,1,4,3,4,3,3,1, ,1,0,0,0,0,0,0,0,4,5,4,4,2,4,1,2, ,6,2,1, I think I do because some times I need some one to read the question for me ( but that's some times tho ),1, , , , ,0,1, , , 
1378,1,2,1,1, , ,1,1, , , , ,1,cat my mom's friend and dog,5,5,5,4,5, ,2,2,2,2,2,1,1,0,0,1,0,8,5,5,3,5,5,5,2,2, , ,1, , ,1,1, , ,4, ,1,1,1,1,1,1, ,1,1, , , ,3,3,2,0,1,3, , , , , , , ,4,2,3,2,3,2,3,3,2,4,3,4,3,2,4,3,3,4,3,3,1,5,2,5,2, ,0,1,0,0,0,0,0,0,5,4,3,3,4,3,4,2, ,6,4,1,IEP academic support,1, ,1,1,1,1,1, , , 
1379,1,3,1,1,1, , ,1, , , , , , ,4,4,4,4,4,2,2,3,3,2,2,0,0,0,0,0,1,11,4,5,2,4,2,2,1,1,1, ,1, , ,1, , , ,8, ,1, , , ,1, , , , , , , ,1,3,1,1,0,0,0,2,0,1,1,0,1,4,3,3,2,1,1,1,1,1,4,3,3,4,1,4,2,3,2,1,3,4,2,3,2,4, ,1,1,0,0,0,0,0,0,4,3,2,2,2,3,2,2, ,6,1,2, ,1, , , ,1,0, , , , 
1380,1,1,1,1,1, , , ,1, , , , , ,2,3,3,3,3,3,3,3,2,2,2,0,0,0,0,1,0,11,1,2,3,4,5,4,3,2, , , , , , ,1, , ,8, ,1, , , , , , , , , , , ,4,2,2,0,1,2,3,1,1,0,2,2,3,1,2,3,4,3,2,1,2,3,1,2,3,4,5,4,3,2,1,2,3,5,4,3,3,3, ,0,0,1,0,0,0,0,0,1,2,3,4,5,4,2,1, ,6,2,1, ,1, , , , ,0,1, , , 
1381,1,3,1,1,1, , , ,1, , , , , ,6,5,5,5,5,1, ,2,3,3,2,0,0,0,0,0,1,11,5,2,2,1,1,3,1,3,1, ,1, ,1,1, , , ,3, ,1, , , ,1, , , , , , , ,2,4,1,3,3, ,3,0, , ,3, , ,2,3,3,1,1,1,1,1,1,4,4,4,4,5,4,4,3,4,5,1,5,1,4,1,1, ,1,1,0,1,0,0,0,0,3,2,2,2,2,3,6,1, ,6,2,2, ,1, , , ,1,0, , , , 
1382,1,1,1,1, , , , , , , , , , ,4,5,2,3,1,1,2,1,3,2,3,0,0,0,1,0,0,12,5,1,2,1,1,1,1, , ,1, , , , , , , ,8,1, , , , , , , , , , , , ,5,3,1,0,0,0,0,3,0,0,3,0,0, , ,1, , , , , ,2,1,1,1,1,1,1,2,1,3,2,3,1,1,2,1,6, ,0,0,1,0,0,0,0,0, , , , , , , ,1, ,6,1,1,ma norton,2, , ,1, ,1, , , , 
1383,1,2,1, ,1, , , , ,1, , ,1,My Mom and dad live in seperate houses,2,3,2,3,5,1,2,4,3,3,2,0,0,0,0,0,1,11,3,3,2,5,2,4,2,1, , ,1, , , , , , ,8, , , , ,1, , , , , , ,1,I kinda figured it out myself,2,2,3,1,3,1,0,3,0,2,2,1,1,4,4,4,2,3,1,2,1,2,3,3,4,4,1,4,4,4,4,1,4,4,2,3,4,1, ,1,1,0,0,0,1,0,0,1,5,2,4,3,4,5,1, ,6,2,2, ,1, , , ,1,0, , , , 
1384,1,2,1,1,1, , , , , , , , , ,4,4,5,4,5,2,2,2,3,3,3,0,0,0,0,0,1,0,4,1,2,4,1,2,5,2,1, , , , , , , , ,8, , , , ,1, , , ,1, , , , ,3,3,3,0,0,0,0,1,0,0,0,0,1,2,1,1,1,3,1,1,1,1,4,3,4,5,1,3,1,2,1,1,1,4,2,3,1,4, ,1,1,0,0,0,1,0,0,4,3,4,4,2,4,1,2, ,6,2,1,Extra help on some days,1, , , ,1,1, , , , 
1385,1,3,1,1,1, , ,1,1, , , , , ,2,5,5,3,5,1,2,1,2,3,2,1,1,0,0,0,0,9,5,1,2,5,2,5,3, ,1, ,1, , ,1, , , ,8, ,1, ,1,1, , , ,1, , , , ,3,5,3,1,1,0, ,1,0,0,1,0,0,4,2,2,2,2,2,2,2,2,3,4,2,5,1,4,1,4,3,2,5,3,1,4,3,1, ,1,1,0,1,0,0,0,0,5,3,3,2,2,3,5,1, ,6,4,2, ,1, , , , ,0, , ,1,Haitian American
1386,1,4,1,1,1,1,1, , , , , , , ,4,4,5,5,5,2,2,1,3,3,2,0,0,0,0,0,1,11,4,1,2,5,1,4,3,1, , ,1, , , , , , ,8, ,1,1, , , ,1, , ,1, , , ,2,3,1,0,0,0,0,1, ,0,0,0,0,4,2,3,1,1,1,1,2,2,3,3,2,2,1,3,3,3,3,1,1,4,1,4,2,1, ,1,1,0,0,0,0,0,0,4,2,2,3,2,3,1,1, ,6,1,2, ,1, , , , ,0, ,1, , 
1387,1,4,1,1,1, ,1, , , , , , , ,4,4,4,4,5,2,2,1,3,3,3,0,1,0,0,0,0,10,4,1,1,2,2,2,4,3, , ,1, , , , , , ,3, , ,1, , , , , , , , , , ,2,2,2,0,0,0, ,2,0,0,1,0,0,2,2,2,1,1,1,1,1,1,3,3,2,1,1,1,4,1,4,1,1,5,1,5,4,1, ,1,0,0,0,0,0,0,0,4,4,1,2,1,3,2,1, ,6,1,2, ,1, , , , ,0, ,1, , 
1388,1,4,1,1,1, , , ,1, , , , , ,4,5,3,4,5,4,2,1,3,3,3,0,0,0,0,0,1,11,3,1,3,2,1,1,1,3, , ,1, , , , , , ,5, , , , , ,1, , , , , , , ,3,4,2,1,2,2,0,2,3,1,2,1,1,2,4,1,1,1,1,2,3,3,1,4,1,1,1,1,5,3,3,1,1,5,5,1,5,1, ,1,0,0,0,0,0,0,0,5,5,4,5,5,5,4,1, ,6,1,2, ,2, , , ,1,0, , , , 
1389,1, ,1,1,1, , , ,1,1, , , , ,4, , , , , , , ,2,3,2,0,0,0,0,0,1,8,3,1,3,1,1,1,1,1, , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,999,999,999,999,999,999,999,999, , , , , , , ,2, ,6,3,2, ,2, ,1,1,1,0, , , , 
1390,1,4,1,1,1, , ,1,1, , , , , ,5,4,2,1,2,1,2,2,3,3,3,0,0,0,0,0,1,8,5,2,1,1,1,2,3,3, ,1, , , ,1, , , ,8,1, , , , , , , , , , , , ,3,3,2,0,0,0,0,3,0,0,0,0,0,3,2,3,1,1,1,1,1,1,3,3,3,3,1,3,3,3,3,3,3,4,1,4,2,1, ,1,1,0,0,0,0,0,0,2,1,1,1,1,4,6,1, ,6,2,2, ,2, , ,1, ,0, , , , 
1391,1,5,1,1, , , , ,1, , , , , ,4,5,5,4,5,3,3,2,3,2,2,0,1,0,0,0,0,11,5,2,3,4,5,5,3,2, ,1,1, ,1, , , , ,8, , ,1, , , , , , , , , , ,2,5,4,2,3,0,1,2,1,0,2,0,2,4,4,4,2,1,1,3,1,3,4,1,4,4,5,4,4,3,4,1,3,5,1,5,1,1, ,0,1,1,0,1,1,0,0,5,5,3,1,4,5,6,2, ,6,2,2, ,2, , , , ,1,1, , , 
1392,1,5,1,1,1,1,1, , , , , , , ,4,5,5,2,5,2,2,1,3,3,3,0,0,0,0,0,1,10,4,2,3,4,2,3,3,2,1, ,1, ,1,1, , , ,4, ,1,1, ,1, , , , , , , , ,2,3,1,0,0,0,3,0,3,0,0,1,0,2,2,3,4,4,4,1,2,1,3,4,4,4,1,4,4,3,4,1,1,3,4,3,5,1, ,1,1,0,0,1,1,0,0,4,4,3,3,2,3,5,1, ,6,1,2, ,1, , , , ,1, , ,1,American/Latin/indigenous/Irish
1393,1,4,1,1,1, , , , , , , , , ,2, , , , , , , , , , ,0,0,0,1,1,0,0, , , , , , , , ,1, ,1, ,1,1, , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,1,0,0,1,0, , , , , , , ,1, ,6,1,2, ,2, , ,1, ,0, , , , 
1394,1,3,2,1,1, , , ,1,1, , , , ,1,1,5,2,5,1,1,2,2,3,3,1,1,0,0,0,0,11,4,1,3,1,4,5,2,1,1, ,1, ,1,1, , , ,6,1,1,1, ,1, , , ,1, , , , ,2,5,2,3,2,3,2,1,1,2,3,3,3,4,2,4,3,3,1,1,1,1,3, ,4,4,3,3,2,3,3,4,3,5,3,5,2,1, ,0,1,0,0,0,1,0,0,3,5,3,3,3,3,1,2, ,6,1,2, ,2, , , , ,1,1, , , 
1395,1,3,7,1, ,1,1, , , , , , , ,4,5,1,1,2,5,4,1,3,3,2,0,1,0,0,1,0,8,1,1,1,1,1,1,5,3, , , , , , , ,1, ,8, , ,1, , , , , , , , , , ,1,2,2,0,3,0,1,3,0,3,3,1,2,4,4,4,1,1,1,2,2,2,5,1,4,5,1,4,1,4,1,1,1,5,5,5,5,1, ,0,1,0,1,0,1,0,0,5,4,1,1,3,4,2,2, ,6,4,2, ,2, , , , ,0, , ,1,Lebanese
1396,1,3,6,1,1, , , ,1, , , , , ,5,5,5,4,5,1,2,1,3,3,3,0,0,0,0,0,1,0,5,1,3,5,5,5,1,1,1, , , , ,1, , , ,5, ,1, , , , , , , , , , , ,3,3,2,0,0,0,2,1,1,0,0,1,0,3,3,1,1,1,1,2,2,2,2,4,3,1,1,4,4,4,4,1,4,5,2,4,2,4, ,0,1,0,0,0,1,0,0,5,4,2,4,3,4,1,2, ,6,1,2, ,1,1, , , ,0, , , , 
1397,1,3,1,1,1, ,1, , , , , , , ,4,5,5,5,5,1,1,1,2,3,3,0,0,0,0,0,1,12,5,4,1,4,1,3,4,3,1, ,1, , , , , , ,8, ,1,1, ,1, , , , , , , , ,3,3,1,0,0,0,0,3, , ,0, , ,3,2,2,1,1,1,1,1,1,1,4,4,4,1,4,4,3,3,2,2,4,3,3,2,4, ,1,1,0,1,0,0,0,0,3,3,3,3,2,3,2,1, ,6,1,2, ,1, , , ,1,0, , , , 
1398,1,2,1,1,1, , ,1, , , , , , ,5,4,4,4,5,3,3,1,2,2,2,0,0,0,0,0,1,11,3,3,3,5,3,4,1,3,1, ,1, , , , , , ,8, ,1, , , , ,1, , , , , , ,3,4,2,1,1,0,0,0,0,2,1,1,1,3,1,2,1,1,1,1,1,1,4,3,4,5,1,2,3,1,3,1,1,4,3,3,2,1, ,1,0,0,0,0,1,0,0,5,3,2,5,4,5,4,1, ,6,1,2, ,1, , , ,1,0, , , , 
1399,1,3,1,1,1, ,1,1, , , , , , ,4,4,3,2,5,1,1,1,3,3,2,0,0,0,1,0,0,9,4,1,2,1,1,1,1,2, , , , , ,1, , , ,8, , , , , , , , ,1, , ,1,I dont even use social media other than youtube.,2,3,3,0,3,2,1,3,1,1,2,1,1,4,4,4,1,1,1,2,2,3,4,3,4,4,5,5,5,4,3,5,4,3,2,1,3,4, ,1,1,0,0,0,0,0,0,3,4,3,4,5,3,6,1, ,6,2,1,"I have a vomiting problem that used to bother me a lot, causing me to have to go home, and we figured out it was caused by stress, so whenever I feel too stressed out, I email someone, and they take me away for a minute so I can destress, and not vomit.",1, , , , ,0, , ,1,The only thing that I know is I am part Irish and Hungarian
1400,1,4,1,1, , , ,1, , , , , , ,4,4,5,4,5,1,2,1,3,2,2,1,0,0,1,0,0,0,4,1,3,4,1,3,1,2,1, ,1, , , , , , ,3, ,1, , , , , , , , , , , ,2,3,2,0,0,0,1,2,0,1,2,0,0,1,1,2,1,1,1,1,2,1,1,4,4,5,5,4,3,4,3,5,5,4,1,4,2,1, ,0,1,0,0,0,0,0,0,3,4,2,2,1,2,6,1, ,6,2,2, ,2, , , ,1,0, , , , 
1401,1,3,1,1,1, , ,1,1, , , , , ,6,5,3,2,4,2,4,4,3,3,2,0,0,0,1,0,0,0,5,4,3,2,3,2,2,2, , , , ,1, , , , ,4,1, , , , , , , ,1,1, , , ,2,2,2,0,1,0,3,1,0,0,0,2,1,1,3,2,3,3,4,1,3,1,4,4,4,2,1,3,3,4,4,2,5,2,1,2,1,4, ,1,0,0,0,0,0,0,0,1,2,2,3,3,4,5,1, ,6,2,2, ,2, , ,1, ,0, , ,1,dont know
1402,1,4,1,1,1,1, , ,1, , , , , ,2,5,5,3,5,1,2,1,3,3,3,0,0,0,0,0,1,0,4,1,3,2,1,5,3,3,1,1,1, ,1,1, , , ,1, ,1, , , ,1, , , , , , , ,1,2,1,1,1,0,1,2,0,0,1,2,2,3,3,3,4,4,4,1,2,3,2,4,4,5,5,2,1,5,2,5,1,2,4,2,5,1, ,0,1,0,0,0,0,0,0,5,3,2,2,3,4,2,1, ,6,2,2, ,1, ,1, , ,0, , , , 
1403,1,4,2,1, , ,1, , , , , , , ,6,5,5,5,4,1,1,1,2,2,3,0,0,0,1,0,0,9,4,1,3,1,1,1,2,3,1, ,1, , , , , , ,8,1, , , , , , , , , , , , ,1,4,1,1,2,0,2,2,0,1,0,1,2,2,1,3,3,4,3,2,2,3,4,3,3,4,1,4,5,4,5,4,5,1,4,1,5,1, ,1,0,0,0,0,0,0,0,1,3,1,2,3,3,1,1, ,6,4,2, ,2, , , , ,1,1, , , 
1404,1,2,3, ,1, ,1, , , , ,1,1,newphew and brother in law,5,2, , , , , , , ,2, ,0,0,0,1,1,0,8,1,1,2,2,1,1,4,2, , ,1, , , , , , ,7, , ,1, , , , , , , , , , , , , ,0,0,0,0,1,0,0,1,0,0,1,1, , , , ,1,1,1, , , , , , , , , , , , , , , , , ,1,0,0,0,0,1,0,0,3,2,1,2,1,2,6,1, ,6,4,1, ,1, , , , ,1,1, , , 
1405,1,4,1,1,1,1,1,1, , , , , , ,5,5,4,5,5,2,4,2,1,1,1,1,0,0,1,1,0,10,5,1,3,5,5,5,1,4,1, ,1, , ,1, , , ,5, ,1,1, , , , , , , , , , , , , ,0,0,0,0,3,0,0,0,0,0,3,3,4,1,1,1,1,1,1,4,4,4, ,1,4,4,3,3,1,1,5,1,5,1,4, ,0,0,0,0,0,0,0,1,5,1,1,1,1,1,2,2, ,6,2,2, ,2, ,1, , ,0, , , , 
1406,1,5,7,1,1, , , , , , , , , ,4,4,3,3,5,1,3,4,3,3,3,0,1,0,0,0,0,10,4,1,2,1,1,3,1,1, , , , , , , ,1, ,8,1,1, , , , , , , , , , , ,1,1,1,1,0,0,2,1,0,1,1,3,0,4,4,4,2,3,3,2,2,2,1,4,3,5,1,3,1,1,1,2,4,3,3,4,5,1, ,1,0,0,0,0,0,1,0,3,5,1,3, ,4,1,2, ,6,1, , ,1, , , , ,0, ,1, , 
1407,1,5,1,1,1, ,1, , , , , , , ,5,5,5,3,5,2,2,1,3,3,3,0,0,0,0,0,1,10,4,1,2,4,1,4,2,3,1,1,1, , , , , , ,5, ,1, , , , , , , , , , , ,3,2,1,0,0,0,3,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,4,4,4,4,5,4,4,1,1,4,1, ,1,0,0,1,0,0,0,0,5,1,1,5,3,5,2,1, ,6,1,2, ,2, , , ,1,0, , , , 
1408,1,3,1,1,1, ,1, , , , , , , ,4,5,5,5,5,1,2,1,3,3,3,0,0,0,0,0,1,0,4,1,1,2,1,1,1,3, , ,1, , , , , , ,3,1, , , , , , , , , , , , ,3,3,1, , , , , , , , , , ,3,1,1,1,1,1,1,1,1,4,4,4,5,5,4,4,4,4,5,5,5,2,4,3, , ,1,1,0,0,0,0,0,0,3,1,1,4,1,5,1,1, ,6,2,2, ,2, , , , ,0, , ,1, 
1409,1,3,1,1,1,1, ,1, ,1, , , , ,6,5,5,5,5,2,1,1,3,3,3,0,0,1,0,0,0,11,3,1,2,4,2,1,3,2, , ,1, ,1,1, , , ,3, , ,1, ,1, , , , , , , , ,1,2,1,0,0,0,0,2,0,0,3,0,0,1,1,3,1,1,1,1,1,1,1,4,4,4,1,4,4,1,4,4,1,5,1,4,1,1, ,0,0,0,0,0,0,0,1,4,1,3,4,1,4,5,2, ,6,2,1, I need help with reading somtimes.,2, , , ,1,0, , , , 
1410,1,2,1,1,1,1, , , , , , ,1,  dog,4,5,5,4,5,1,1,1,2,3,3,0,0,0,0,1,0,0,5,1,3,1,2,5,2,1,1,1,1,1,1, , , , ,1, , ,1, ,1, , , ,1, , , , ,3,4,2,3,2,0,1,0,0,0,0,2,3,4,4,4,1,1,1,1,3,3,2,4,3,4,5,4,3,1,4,1,4,5,1,5,5,1, ,1,1,1,0,1,1,0,0,5,4,5,4,2,5,1,2, ,6,3,1, Academic Support,1, , , , ,0, , ,1, irish
1411,1,5,4,1,1, , ,1,1,1, , , , ,5,5,4,5,5,3,4,2,3,3,2,1,0,0,1,1,0,0,5,1,3,5,1,5,1,2, , , , , , ,1, ,i do not have a phone yet,1, , , , , , , , , , , ,1,i cant do social media,1,5,4,0,1,0,0,0,0,2,0,0,0,4,3,4,1,1,1,2,3,2,1,4,2,5,5,4,4,3,3,5,4,5,2,5,1,4, ,1,0,1,0,0,1,0,0,4,4,2,3,1,4,6,1, ,6,2,2, ,1, ,1,1, ,0, , , , 
1412,1,5,1,1,1, , , ,1, , , , , ,4,5,4,5,5,2,1,3,3,3,2,1,0,0,0,0,0,11,5,3,3,4,5,3,1,2,1, ,1, ,1,1, , , ,2, ,1, , , ,1,1, , , , , , ,4,4,1,0,0,0,0,2,0,2,0,0,1,4,2,4,1,1,1,1,1,1,1,4,4,4,1,4,4,4,4,4,4,5,1,5,1, , ,0,1,0,0,0,0,0,0,4,3,4,4,1,4,2,2, ,6,3,2, ,1, , , ,1,0, , , , 
1413,1,3,1,1,1, ,1, , , , , , , ,1,4,3,2,5,2,1,1,3,3,3,0,1,0,0,0,0,9,2,1,2,4,1,2,2,3,1, , , , , , , , ,8, , , , , , , , ,1, , , , ,3,1,4,1,2,0,3,3,0,1,3,0,1,4,3,4,1,1,1,2,1,1,4,1,1,1,1,4,1,4,1,1,1,5,1,5,4,1, ,1,0,0,1,0,1,0,0,5,1,1,1,1,1,6,1, ,6,1,2, ,2, , , ,1,1, , , , 
1414,1,4,1,1,1, , ,1,1, , , , , ,4,5,4,4,5,2,2,1,1,3,3,0,0,0,0,0,1,0,4,1,2,5,1,3,2,1,1, ,1, , ,1, , , ,3, ,1, , , ,1, , , , , , , ,3,4,2,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,1,1,4,4,5,5,3,4,3,4,1,4,4,1,4,1,4, ,1,0,0,0,0,0,0,0,4,4,2,4,1,4,2,2, ,6,2,2, ,1, , , ,1,0, , , , 
1415,1,3,3,1,1, , ,1, , , , , , ,2,5,5,5,5,1,1,1,3,3,3,1,0,0,0,0,0,11,4,1,2,5,2,3,3,4,1, ,1, , ,1, , , ,8, , ,1, ,1, , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0, , , , , , , ,1, ,6,2,2, ,1, , , , ,0,1, , , 
1416,1,2,6,1,1, , ,1, , , , , , ,5,4,3,4,5,1,1,1, , ,3,0,0,0,0,0,1,11,4,1,3,5,2,2,3,1, , ,1, , ,1, , , ,4,1, , , , , , , , , , , , ,2,2,1,0,0,0,0,3,0,0,0,0,0,1,2,1,1,1,1,1,1,1,3,5,3,3,1,2,2,1,4,1,1,5,1,1,1,4, ,0,0,0,0,0,0,0,1,5,4,4,3,2,2,1,1, ,6,1,2, ,2, , , ,1,0, , , , 
1417,1,2,1,1, , ,1, , , , , , , , , , , , , , , ,1,2,3,0,0,0,0,0,1,11,5,5,5,5,5,5,5,5, , , , , , , ,1, ,8, , , , , , , , , , , , , ,1,1,1,3,3,3,3,0,3,3,0,3,3,4,4,4,4,4,4,3,3,3,5,5,5,5,5,5,4,4,5,5,4,1,1,1,1, , ,0,0,0,0,0,0,0,1,5,5,5,5,5,5,6,1, ,6,4,2, ,2, , , ,1,0, , , , 
1418,1,3,1, , , , , , , ,1,1, , ,2,4,3,1,5,1,2,3,2,2,1,1,0,0,0,0,0,11,2,1,3,3,1,1,2,2, , , , , ,1, , , ,8,1, , , , , , , , , , , , , , , ,0,0,0,0,3,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1, ,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,2, ,6,2,1, ,1, , , ,1,0, , , , 
1419,1,3,2,1, ,1, , , , , , , , ,5,5,4,5,5,4,1,1,3,3,3,0,1,1,1,0,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,999,999,999,999,999,999,999,999, , , , , , , ,2, ,6,1,2, ,2, , , , ,1,1, , , 
1420,1,4,2,1,1,1,1, , ,1, , ,1,nephew,6,5,3,2,5,2,3,1,3,2,2,0,1,0,1,0,0,10,5,5,1,4,1,5,2,1, , ,1, , ,1, , , ,8, ,1,1,1, , , , ,1, , , , ,2,4,2,0,1,2,3,1,1,2,0,1,0,3,4,4,2,1,1,2,3,2,3,4,4,4,1,3,5,3,1,5,4,4,2,3,2,4, ,1,0,0,1,1,0,0,0,3,4,3,3,3,3,1,2, ,6,3,2, ,1, , , , ,1, , ,1,Causasian/mixed/hispanic
1421,1,3,1, ,1, ,1,1, , , , , , ,6,5, , , , , , , ,3, ,999,999,999,999,999,999,11,5,5,5,5,5,5,2,1,1,1,1, ,1,1, , , ,2, ,1, , , , , , , , , , , ,3,3,1,0,0, , , , , ,0, , ,3,1,3,1,1,1,1,2,1,4,4,1,4,1,1,1,1,1,1,1,5,1,1,3,4, ,1,0,0,0,0,0,1,0,3,3,3,4,2,4,1,2, ,6,2,2, ,2, , , ,1,0, , , , 
1422,1,3,1,1,1, ,1, , , , , , , ,4,4,3,2,5,2,1,1,3,2,3,0,0,0,0,1,0,10,5,3,1,4,4,5,1,3,1, , , , , , , , ,8, , ,1, , , , , ,1,1, , , ,1,3,1,0,2,0,1,3,2,0,1,0,0,4,4,4,4,4,4,1,2,1,1,5,4,4,1,1,3,2,2,4,1,2,5,2,5,1, ,1,1,0,0,1,0,0,0,5,4,3,4,3,5,6,2, ,6,4,2, ,1, , , ,1,0, , , , 
1423,1,3,1,1,1, , , , ,1, , , , ,5,5,5,5,5,2,2,1,3,3,2,0,0,0,0,0,1,10,5,3,2,5,3,5,2,3, , , ,1, ,1, , , ,3, ,1, , , , , , , , , , , ,3,4,2,0,1,3,1,0,3,3,0,0,0,4,3,3,3,4,4,1,2,2,3,3,3,1,1,4,3,4,4,4,4,4,4,3,3,1, ,1,0,0,0,0,0,0,0,5,5,5,5,5,5,5,1, ,6,2,2, ,2, , , ,1,0, , , , 
1424,1,3,1,1,1, ,1, , , , , , , ,5,5,5,5,5,1,1,1,3,3,3,0,0,0,0,1,0,11,5,3,2,5,3,5,2,2,1, ,1, , ,1, , , ,8, ,1,1, ,1, , , ,1,1, , , ,3,2,1,0,0,0,3,0,0,0,0,0,0,3,2,4,4,4,4,1,1,2,1,4,1,5,5,3,4,5,3,5,5,5,1,4,1,1, ,1,0,0,0,0,0,0,0,5,1,1,4,2,4,1,2, ,6,1,2, ,1, , , , ,0, , ,1, 
1425,1,4,1,1,1, , , ,1, , , , , ,4,4,3,3,5,1, ,4,3,2,2,0,0,0,0,1,0,11,5,2,2,5,2,2,1,3,1, , , , ,1,1, ,When they take it away,4, ,1, , ,1, , , , , , , , ,2,3,2,2,1,2,2,2,2,0,1,2,1,4,4,4,4,2,1,2,3,3,1,4,4,4,1,3,5,2,4,2,5,2,3,2,4,5,All,1,1,1,0,0,0,0,0,1,4,4,5,5,4,1,2, ,6,2,2, ,2, , , , ,0, , ,1,"Italian, French Canadian, Scottish and Irish."
