trackid,time4,w4cq01,w4homlang,w4hstruct_1,w4hstruct_2,w4hstruct_3,w4hstruct_4,w4hstruct_5,w4hstruct_6,w4hstruct_7,w4hstruct_8,w4hstruct_9,w4hstruct_10,w4hstruct_10_TEXT,w4momed,w4relpar_1,w4relpar_2,w4relpar_3,w4relpar_4,w4relpar_5,w4relpar_6,w4relpar_7,w4sch_1,w4sch_2,w4sch_3,w4remsch_1,w4remsch_2,w4remsch_3,w4remsch_4,w4remsch_5,w4remsch_6,w4agesmart,w4parmon_1,w4parmon_2,w4parmon_3,w4parmon_4,w4parmon_5,w4parmon_6,w4parmon_7,w4parmon_8,w4parmon2_1,w4parmon2_2,w4parmon2_3,w4parmon2_4,w4parmon2_5,w4parmon2_6,w4parmon2_7,w4parmon2_8,w4parmon2_7_TEXT,w4parmon3,w4smwuse_1,w4smwuse_2,w4smwuse_3,w4smwuse_4,w4smwuse_5,w4smwuse_6,w4smwuse_7,w4smwuse_8,w4smwuse_9,w4smwuse_10,w4smwuse_11,w4smwuse_12,w4smwuse_12_TEXT,w4gameplay_1,w4gameplay_2,w4gamebeh_2,w4dep_1,w4dep_2,w4dep_3,w4dep_4,w4dep_5,w4dep_6,w4dep_7,w4dep_8,w4dep_9,w4dep_10,w4socanx_1,w4socanx_2,w4socanx_3,w4socanx_4,w4socanx_5,w4socanx_6,w4feel1,w4feel2,w4feel3,w4stress_1,w4stress_2,w4stress_3,w4stress_4,w4stress_5,w4stress_6,w4stress_7,w4stress_8,w4stress_10,w4stress_11,w4stress_12,w4bodimg_1,w4bodimg_2,w4bodimg_3,w4bodimg_4,w4sexor,w4sexor_5_TEXT,w4covidh_1,w4covidh_2,w4covidh_3,w4covidh_4,w4covidh_5,w4covidh_6,w4covidh_7,w4covidh_10,w4covidc_1,w4covidc_2,w4covidc_3,w4covidc_4,w4covidc_5,w4covidc_6,w4cparcheck,w4gender,w4gender_3_TEXT,w4grade,w4schgra,w4iep,w4iep_TEXT,w4oc,w4race_4,w4race_2,w4race_5,w4race_1,w4hisp,w4race_7,w4race_8,w4race_6,w4race_6_TEXT
1059,1,3,8,1,1, , , ,1, , , , , ,4,4,4,4,5,2,2,1,2,3,2,0,1,0,0,0,0,10,4,1,3,3,5,5,2,1,1, ,1, , ,1, , , ,4, ,1, , ,1,1, , , , , , , , , , ,0,1, ,1,2,1,1,1,0,0,1,3,3,2,2,1,1,1,2,2,3,2,1,1,1,1,1,3,1,3,2,1,2,2,1, ,0,1,0,0,0,0,0,0,2,4,4,4,2,3,2,2, ,9,2,2, ,2, , , ,1,0, , , , 
1064,1,4,3,1,1, , , , , , , , , ,2,4,3,2,4,1,1,1,3,3,3,0,0,0,0,0,1,10,3,2,1,5,1,5,2,1,1, , , , , , , , ,5, ,1,1,1, , , , , , , , , ,1,1,1,2,2,1,1,1,1,0,1,1,1,3,3,2,2,2,2,2,2,2,4,4,4,5,1,3,3,1,4,1,1,3,3,3,3,1, ,1,1,0,0,0,0,0,0,5,3,3,4,4,3,5,2, ,10,2,2, ,2, , , , ,0,1, , , 
1065,1,3,1,1,1, , , ,1, , , , , ,6,5,4,5,5,5,4,4,2,3,3,0,1,0,0,0,0,12,5,5,1,5,5,5,5,1,1,1,1,1,1,1, , , ,1, ,1, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,3,3,4,1,1,1,1,1,2,3,4,2,1,1,3,1,2,2,1,1,5,1,5,1,1, ,1,0,0,0,0,0,0,0,4,1,4,1,1,1,1,1, ,7,1,1,I think I have IEP,1, , , , ,1, , ,1,I don't remember
1067,1,3,1,1, ,1, , , , , , , , ,4,4,2,3,5,2,1,1,3,3,3,0,0,0,0,0,1,10,5,1,2,4,1,3,5,1, , ,1, , , , , , ,7, , ,1, , , , , ,1, , , , ,1,3,2,0,0,0,0,0, ,0,0,0,0,4,1,2,1,1,1,1,1,1,4,4,4,4,1,4,4,4,4,1,1,4,3,3,1,1, ,1,0,0,0,0,0,0,0,5,3,1,2,2,4,6,1, ,7,4,2, ,2, , , , ,0, , ,1,cave verdan
1068,1,3,1,1,1, ,1, , , , , , , ,4,4,4,4,5,1,1,1,3,3,2,0,0,0,0,0,1,10,4,1,1,5,1,5,1,1,1,1,1, ,1, , , , ,3, ,1,1, ,1,1,1, , , , , , ,1,3,1,0,0,0,1,2,0,0,1,0,0,1,1,2,1,1,1,1,1,1,3,3,3,3,1,3,3,3,4,1,1,5,1,4,1,1, ,1,1,1,1,0,0,0,0,4,3,2,5,2,4,1,1, ,7,1,2, ,1, , ,1,1,0, , ,1,"Irish,Italian"
1071,1,3,2,1,1, , , ,1, , , , , ,2,5,3,3,4, ,4,2,2,2,3,0,0,0,0,0,1,12,4,1,3,1,1,1,3,1, , , , , ,1, , , ,8, , , , , ,1, , , , , , , ,2,2,2,0,2,0,0,0,0,1,1,0,0,4,4,3,4,4,4,2,1,1,4,4,3,4,1,1,1,4,3,1,1,4,5,2,5,4, ,1,0,0,0,0,1,0,0,4,2,2,2,2,4,2,1, ,7,2,2, ,2, , , , ,1,1, , , 
1073,1,4,1,1, ,1, , , , , , , , ,6,5,5,2,5,1,1,1,2,3,1,1,0,0,0,1,0,11,3,5,5,2,3,3,1,2, , ,1, ,1,1, , , ,8, ,1,1, ,1, , , ,1, , , , ,2,2,2,1,3,1,1,2,0,2,3,3,2,4,4,4,4,3,2,3,3,2,4,4,4,4,3,4,1,3,2,4,2,2,4,2,5,4, ,1,0,0,0,0,0,0,0,3,2,1,3,5,1,6,2, ,7,4,2, ,2, , , ,1,0, , , , 
1080,1,3,1,1,1, , ,1, , , , , , ,3,5,5,5,5, ,2,3,1,1,1,0,0,0,0,0,1,9,4,1,5,5,3,3,5,3,1, ,1, , ,1, , , ,3, , ,1, ,1, , , ,1, , , , ,2,1,1,0,0,0,0,3,0,1,0,0,0,2,1,1,1,3,1,1,2,1,2,4,3,5,1,4,3,3,3,3,2,2,3,4,5,1, ,0,0,0,0,0,0,0,1,4,4,4,5,3,5,2,2, ,7,2,2, ,1, ,1, , ,0, , , , 
1081,1,3,1,1,1, , , ,1, , , , , ,5,5,5,5,5,1,2,2,3,3,3,0,0,0,0,0,1,12,5,5,1,5,5,3,1,1,1, , , , , , , , ,3, ,1, , , , , , , , , , , , , , ,0,1,0,0,0,0,2,0,0,0,3,3,3,1,1,1,1,1,1,3,2,2,5,1,4,4,5,4,1,1,4,3,4,4,1, ,1,1,0,0,0,0,0,0,5,3,2,2,2,4,3,2, ,7,1,2, ,1,1, , , ,0, , , , 
1082,1,3,1,1,1,1,1, ,1,1, , , , ,5,4,5,3,5,1,4,3,2,3,3,0,0,0,0,0,1,11,3,1,2,4,3,4,1,2,1, , , , , , , , ,8, ,1,1,1,1,1,1, , , , , , , , , ,1,2,1,1,1,1,1,0,1,1,3,2,1,1,1,1,1,1,2,3,2,3,4,1,3,3,2,4,3,1,3,3,3,3,1, ,1,1,0,1,0,1,0,0,4,1,4,2,4,5,4,2, ,8,1,2, ,1, , , ,1,0, , , , 
1083,1,2,1,1,1,1, , , , , , , , ,5,3,3,2,4,2,2,2,2,3,2,0,0,0,0,0,1,13,3,1,2,3,2,4,3,1,1, , , , , , , , ,8, , ,1, , , , , , , , , , ,1,3,1,0,3,0,2,2,2,2,1,2,2,3,1,3,4,3,3,2,1,2,4,3,4,4,2,4,3,2,3,2,2,3,4,3,4,1, ,1,0,0,0,0,0,0,0,4,4,4,4,5,4,5,2, ,10,1,2, ,2, , , ,1,0, , , , 
1086,1,3,3, ,1, ,1, , , , , , , ,6,4,2,3,5,4,2,1,2,2,2,0,1,1,1,0,0,10,4,4,4,2,2,3,2,1, , ,1, ,1,1, , , ,3, ,1,1,1,1,1, , ,1,1, , , ,3,2,1,1,2,1,2,1,1,0,1,0,0,4,4,2,2,1,1,2,2,1,4,4,4,4,1,4,3,4,3,2,3,3,2,2,2,5, ,1,0,0,0,0,1,0,0,4,4,4,3,2,3,3,1, ,7,5,2, ,1, , ,1, ,0,1, , , 
1087,1,4,1,1,1, , , , , , , , , ,4,4,1,3,5,5,4,1,2,2,2,0,1,0,0,1,0,8,4,1,2,1,2,3,4,4, , , , , ,1, , , ,8, , , , , , , , , ,1, , , ,3,1,1,1,1,0,0,2,0,0,0,0,0,3,2,1,3,1,1,1,2,1,2,4,2,3,1,4,1,4,3,2,1,4,1,4,3,4, ,0,0,0,0,1,0,0,0,4,5,2,2,1,3,6,1, ,7,2,1,I have social group every week,1, , , ,1,0, , , , 
1088,1,3,1,1,1, ,1, , , , , , , ,4,4,4,3,5,2,2,2,3,3,2,0,0,0,0,0,1,11,5,1,2,2,3, ,2,4,1, , , , , , , , ,8, , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,999,999,999,999,999,999,999,999, , , , , , , ,1, ,8,3,1,academic support,1, , , ,1,0, , , , 
1089,1,3,1,1,1, , , , , , , ,1,cat,3,5,5,3,5,1,1,1,2,3,3,0,0,0,0,1,0,9,1,1,1,1,1,5,5,3,1,1,1, , ,1, , , ,8, , , , ,1, , , , , , , , ,2,2,1,0,3,0,2,0,0,0,0,0,0,1,3,1,1,1,1,1,1,2,3,5,5,5,1,5,1,5,3,1,1,2,3,1,5,1, ,1,0,0,0,0,0,1,0,5,1,3,1,1,4,6,1, ,7,4,2, ,2, , , , ,0, , ,1,english Irish black white african american
1091,1,2,1,1,1,1, , ,1, , , ,1,Twin sister,4,4,4,5,5,2,2,3,3,3,2,0,0,0,0,0,1,11,4,5,3,4,2,4,1,1, , ,1, , ,1, , , ,4, , , , ,1, , , , , , , , ,1,2,1,0,1,0,0,2,0,0,0,0,0,3,3,3,2,2,2,1,1,1,3,4,4,5,1,4,4,4,4,1,4,4,1,4,3,1, ,0,0,0,1,0,0,0,0,5,3,3,3,3,3,5,2, ,8,2,2, ,1, , , , ,0, ,1, , 
1093,1,5,1,1,1,1, , , , , , , , ,5,5,3,3,5,2,4,3,2,3,2,0,1,0,0,1,0,9,5,2,2,5,1,5,2,1,1,1,1, , ,1, , , ,4, ,1, , , ,1, , , , , , , ,1,3,2,0,1,0,1,1,1,0,1,0,0,2,3,3,1,1,1,1,2,2,4,2,2,5,1,4,1,4,3,1,1,5,1,3,1,4, ,1,0,0,1,0,0,0,0,2,2,2,3,1,3,4,2, ,7,1,2, ,1, , , ,1,0, , , , 
1094,1,2,1,1,1,1, , ,1, , , , , ,4,4,4,4,5,2,2,3,3,2,2,0,0,0,0,0,1,11,5,5,3,4,5,4,1,1,1, , , , ,1, , , ,5, ,1, , , ,1, , , , , , , ,1,3,3,0,1,0,2,0,0,0,1,1,1,3,3,2,3,1,1,2,2,2,3,3,3,5,1,4,2,4,2,1,3,3,1,3,2,1, ,1,1,0,1,0,0,0,0,4,3,4,3,3,4,1,2, ,8,2,2, ,1, , , ,1,0, ,1, , 
1096,1,4,6,1,1,1, ,1, , , , , , ,4,5,4,5,5,2,2,1,3,3,3,0,1,0,0,0,1,11,5,3,2,5,3,5,3,3,1, ,1, , ,1, , , ,4, ,1,1, ,1,1, , ,1,1, , , ,2,4,1,0,1,0,2,1,2,0,0,0,1,3,3,3,2,2,2,1,1,1,3,4,3,5,5,3,2,2,2,1,2,4,2,4,2,1, ,1,0,0,0,0,0,0,0,4,4,1,4,1,2,2,2, ,7,1,2, ,2, , , ,1,0,1, , , 
1098,1,2,1,1,1,1, , , , , , ,1,dogs,3,5,5,5,5,2,1,1,2,3,2,0,1,0,0,0,0,8,3,1,2,5,1,3,4,3,1, ,1, , , , , , ,8, ,1, , , , , , , , , , , ,2,3, ,0,3,0,2,3,3,0,0,0,1,2,3,2,3,3,3,1,2,3,4,4,1,3,3,4,1,5,3, ,3,3,1,4,1,4, ,1,0,0,0,0,0,1,0,5,5,5,5,5,5,6,1, ,7,4,1,i dont know everythng that i should know,2, , , ,1,0, , , , 
1099,1,3,1,1,1,1, ,1, , , , , , ,4,2,4,4,5,2,1,1,2,2,3,0,1,0,0,1,0,11,3,1,3,5,3,5,3,3,1, ,1, , ,1, , , ,8, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,999,999,999,999,999,999,999,999, , , , , , , ,1, ,7,3,2, ,2, , , ,1,0, , , , 
1101,1,4,1,1,1,1, , , , , , , , ,5,4,4,3,4,2,2,1,3,3,3,0,0,0,0,0,1,12,4,1,1,3,2,2,4,2, , , , , , , ,1, ,8, , ,1, ,1,1, , , , , , , ,1,3,1,0,0,0,0,1,0,0,1,0,0,3,3,2,2,2,2,1,1,1,2,4,4,4,2,3,4,4,3,2,2,4,2,4,2,1, ,1,1,0,1,0,0,0,0,4,3,2,2,2,3,4,1, ,10,1,2, ,2, , , ,1,0, , , , 
1102,1,2,1,1,1, , ,1,1, , , , , ,5,3,4,4,3,2,3,2,3,3,2,0,0,0,0,0,1,8,2,1,3,5,1,2,3,2,1, ,1, , ,1, , , ,8, ,1, ,1,1,1, , , , , , , ,3,3,2,0,3,3,1,0,1,3,1,3,1,1,2,2,1,1,1,3,2,2,2,3,4,5,1,4,4,4,4,2,3,3,2,2,3,1, ,1,1,0,1,1,1,0,0,4,4,4,3,4,3,1,1, ,7,2,2, ,2, , , , ,1,1, , , 
1104,1,5,1,1, ,1,1, , , , , , , ,2,5,5,5,5,5,5,2,3,2,2,0,0,0,0,0,1,8,2,2,2,3,5,3,3,2, , ,1, , , , , , ,8, , ,1, , , , , , , , , , ,1,1,1,2,2,3,2,0,2,1,1,2,3,3,2,2,3,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,5,3,3,5,6, ,1,0,0,0,0,0,0,0,5,5,5,5,5,5,5,1, ,7,3,2, ,1, ,1, , ,1, , , , 
1105,1,3,4,1,1, , ,1,1,1, , , , ,6,4,3,3,4,1,1,1,3,3,3,0,0,0,0,0,1,13,3,1,3,5,1,5,3,1,1, ,1, , ,1, , , ,6, , , ,1, , , , , , , , , ,3,1,1,0,0,1,3,0, ,1,0,2,0,4,4,4,3,3,3,2,2,2,4,3,4,5,1,4,1,4,4,1,1,5,3,5,1,1, ,1,0,0,0,0,1,0,0,5,5,3,5,3,3,2,2, ,8,2,2, ,2, ,1, , ,0, , , , 
1107,1,3,6,1,1, , , ,1, , , , , ,4,4,4,4,4,4,3,3,3,2,2,0,0,0,0,0,1,0,5,1,2,3,3,3,1,1, , , , , , ,1, , ,7, ,1, , , , , , , , , , , ,3,4,1,0,0,2,2,2,2,2,2,2,1,3,3,3,3,3,3,2,3,2,3,5,3,3,5,3,5,3,3,5,3,2,5,2,5,1, ,0,1,0,0,0,0,0,0,3,3,3,3,4,3,2,2, ,7,1,2, ,1,1, , , ,0, , , , 
1110,1,3,1,1,1, ,1,1,1, , , , , ,4,5,5,5,5,1,1,1,2,2,3,0,0,0,0,0,1,10,5,5,5,5,4,5,2,2,1, ,1, , ,1, , , ,7, ,1, , , , , , , , , , , , , , ,0,1,0,1,0,0,0,0,0,0,4,2,4,1,1,1,1,1,1,4,3,4,2,1,4,1,1,4,1,1,5,1,5,1,1, ,1,1,0,0,0,0,0,0,3,3,2,2,1,1,3,2, ,7,2,2, ,2, , , , ,0, , ,1,African American
1113,1,3,1,1,1, ,1, , , , , , , ,4,4,5,4,5,2,2,2,3,3,3,0,0,0,0,0,1,11,5,1,2,3,1,3,1,2, , , , , , , ,1, ,3, ,1,1, , ,1, , , , , , , ,1,3,1,0,0,0,0,2,0,0,0,0,0,1,2,1,1,1,1,1,1,1,2,4,3,4,5,3,3,3,3,5,1,4,1,3,1,4, ,0,1,0,0,0,0,0,0,2,3,1,1,1,2,6,1, ,7,1,2, ,2, , , , ,0, , ,1,dont know
1114,1,5,1,1,1, ,1, , ,1, , , , ,3,5,4,3,5,1,1,2,3,2,2,0,0,0,0,0,1,11,5,2,3,3,5,3,4,5,1, ,1, , , , , , ,5, ,1,1, ,1, , , , , , , , ,1,2,1,1,2,0,0,3,1,2,3,2,0,4,4,4,4,4,3,1,2,1,1,4,4,3,1,3,3,2,2,4,3,2,4,2,5,1, ,1,0,0,0,0,0,1,0,4,4,2,5,4,4,1,2, ,7,1,2, ,1, , , ,1,0, , , , 
1115,1,4,1,1,1,1, ,1, , , , , , ,4,4,4,4,5,1,2,1,3,2,2,0,1,0,0,0,0,11,4,2,3,3,2,2,2,2,1,1,1, ,1,1,1, ,on weekdays I get a 1 hour limit but on fridays and saturdays I get unlimited and sundays I get until 5pm,2, ,1,1, ,1,1, ,1,1, , , , ,2,2,2,0,1,0,0,1,1,0,1,0,1,4,4,4,2,2,2,2,3,2,3,4,4,4,1,2,2,4,3,1,2,4,2,3,2,1, ,1,1,0,0,0,1,0,0,4,3,2,4,2,2,4,1, ,7,1,2, ,1, , , ,1,0, , , , 
1116,1,3,2,1, , , , , ,1, , , , ,5,4,5,2,3,2,1,1,3,2,3,999,999,999,999,999,999,8,2,1,2,3,1,1,4,3, , , , , , , ,1, ,8, , , , ,1, , , , , , , , ,1,1,1,0,0,0,0,3,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,4,4,4,2,4,4,4,4,3,3,5,1,5,1,1, ,0,0,0,0,0,0,0,1,3,4,5,3,2,2,1,1, ,7,4,1, ,2, , , , ,1, , ,1, 
1117,1,3,3,1,1, , , , , , , ,1,dog,2,4,2,2,5,1,3,2,2,2,1,0,0,0,0,0,1,10,4,1,3,1,1,5,1,2, , , , , , , ,1, ,8, , , , , ,1, , , , , , , ,1,2,2,1,2,0,1,2,1,0,1,3,2,3,4,4,2,2,1,2,2,2,3,2,4,4, ,3,1,3,2,1,1,4,3,4,3,2, ,1,0,0,0,0,0,0,0,2,4,4,3,3,4,6,2, ,7,2,2, ,2, , , , ,1,1, , , 
1123,1,3,1, ,1, ,1, , , , , , , ,4,3,1,1,3,1,5,4,1,1,1,1,1,0,1,0,0,10,5,5,2,1,1,2,3,3, ,1,1, ,1,1, , , ,3,1, , , , , , , , , , , , ,2,2,2,0,0,3,0,3,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,5,1,5,5,2, ,0,0,0,0,0,0,0,1,3,3,3,3,3,3,6,3,non binary,7,1,1,i have one i don't know the details and u do know the details,1, , , , ,0, , ,1,american part german
1127,1,2,1,1,1, , , ,1, , , , , ,5,4,5,4,5,1,1,1,3,3,3,0,0,0,0,0,1,11,5,5,4,5,5, ,2,1,1, ,1, ,1,1, , , ,3, ,1, ,1, ,1, , , , , , , , , , ,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,2,3,3,4,4,1,3,4,1,4,1,3,4,1,4,1,1, ,1,0,0,0,0,0,0,0,5,2,4,4,3,4,1,2, ,8,2,2, ,1, , , ,1,0, , , , 
1128,1,4,1,1,1, , ,1, , , , , , ,5,4,5,5,5,1,2,1,3,3,3,0,0,0,0,0,1,11,4,1,2,4,5,3,1,1,1, ,1, , ,1, , , ,4, ,1, , ,1, , , ,1, , , , , , , ,0,2,0,1,3,1,0,1,0,1,1,2,3,1,1,1,1,2,1,1,4,4,4,3,4,4,1,4,3,4, , , , , , ,1,0,0,0,0,0,0,0,4,5,5,4,2,4,1,2, ,7,2,2, ,1, , , , ,0, , ,1, 
1130,1,3,2,1,1, , ,1,1, , , , , ,6,5,5,5,5,3,1,2,2,2,2,0,0,0,0,0,1,8,5,1,3,5,5,5,3,3,1, ,1, ,1,1, , , ,8, ,1,1, ,1, , , ,1, , , , ,2,3,1,0,1,1,0,3,0,1,2,0,0,3,3,3,2,3,2,2,2,2,3,3,3,3,1,3,3,3,3,1,1,3,1,2,2,4, ,1,1,0,0,0,1,0,0,3,4,3,3,2,3,4,1, ,7,3,2, ,1, , , , ,1,1, , , 
1133,1,4,1,1,1, , ,1, , , , , , ,4,4,4,3,5,1,1,1,2,3,3,0,0,0,0,1,0,12,5,2,2,4,1,2,4,4,1,1,1, ,1,1, , , ,8, ,1, , , , , , , , , , , ,3,4,2,0,1,3,2,3,0,0,2,2,2,4,4,1,1,1,1,1,1,2,4,1,1,1,1,3,3,4,1,1,1,5,1,5,1,1, ,0,0,0,0,0,0,0,1,2,1,1,1,3,1,1,1, ,7,2,2, ,1, , , ,1,0, , , , 
1134,1,1,1,1,1,1,1,1,1, , , , , ,5,5,5,3,4,3,3,4,3,2,3,0,1,0,0,0,0,8,3,3,3,1,4,3,5,1, , , , , ,1, , , ,8, ,1,1, ,1,1,1, ,1,1, , , ,5,5,3,0,1,1,2,2, ,2,2,3,0,2,3,4,1,3,2,2,1,2,1,1,1,3,1,2,3,5,2,3,5,2,4,3,2,1, ,0,1,0,0,0,0,0,0,3,1,2,4,3,2,2,1, ,7,5,2, ,1, , , ,1,0, , , , 
1136,1,4,7,1,1, ,1, , , , , , , ,4,4,3,3,2,3,3,2,3,3,2,0,0,0,0,0,1,10,2,1,4,2,1,1,2,3,1, ,1, , , , , , ,8, , ,1, , , ,1,1, , , , , ,1,3,2,0,1,0,1,1,0,0,1,0,1,3,2,3,1,1,1,1,3,2,4,3,1,1,1,2,3,1,4,1,1,3,2,1,2,1, ,0,0,0,0,1,1,0,0,4,3,5,3,4,5,1,1, ,9,1,1,Do well,2, , , ,1,0, , , , 
1137,1,3,1,1,1,1,1, , , , , , , ,5,3,4,2,4,4,2,1,2,2,2,0,0,0,0,0,1,8,2,3,5,2,1,4,5,4,1, ,1, , , , , , ,8, ,1,1, , , , , , , , , , ,1,5,2,2,3,2,3,2,0,1,2,2,3,4,4,4,4,3,1,2,2,3,4,2,4,3,1,2,3,4,2,1,1,3,2,3,5,1, ,0,1,0,0,0,1,0,0,5,4,4,5,5,4,5,1, ,7,2,1,PLC program,2, , ,1, ,0, , , , 
1139,1,4,1,1, , , , , ,1, , ,1,Twin brother,4,4,3,4,5,2,2,2,3,3,3,0,0,0,0,0,1,12,4,1,1,3,2,2,1,2, , , , , , , ,1, ,8, ,1, ,1, ,1, , , , , , , ,1,1,1,1,1,1,2,1,2,2,1,0,2,4,3,3,2,2,2,2,2,2,4,4,3,4,2,4,3,1,4,1,1,3,4,3,3,1, ,1,0,0,0,0,1,0,0,5,5,4,5,4,4,3,2, ,10,1,2, ,2, , , ,1,0, , , , 
1141,1,4,1,1,1, ,1, , , , , , , ,5,3,4,3,5,1,1,1,3,3,3,0,0,0,0,0,1,10,4,5,5,5,5,5,2,2,1,1, , ,1, , , , ,3, , ,1, ,1, , , , , , , , , , , ,0,2,0,1,1,1,0,1,1,1,2,2,3,2,2,2,1,2,1,2,3,3,1,1,3,2,1,1,1,3,3,3,3,3,1, ,1,1,0,0,0,0,1,0,4,3,2,4,2,4,5,2, ,7,1,2, ,1,1, , , ,0, , , , 
1144,1,3,1,1,1,1, , , , , , , , ,5,4,3,3,4,4,4,3,2,3,2,0,1,0,0,0,0,11,3,1,1,5,2,5,2,4, , ,1, ,1, , , , ,7, , ,1, ,1, , , , , , , , ,1,3,2,1,0,0,1,2,2,1,1,1,1,3,2,2,1,1,1,1,1,2,4,4,4,2,1,3,4,4,5,2,2,4,2,4,1,3, ,1,0,0,0,0,0,0,0,4,4,3,3,3,4,2,2, ,7,3,2, ,1, ,1, , ,0, , , , 
1146,1,3,1, ,1, , , , , , , , , ,5,3,1,2,3,1,1,1,1,3,2,0,0,0,0,0,1,10,3,1,2,1,1,3,4,1, , , , , , , ,1, ,8, , ,1, ,1, , , ,1,1, , , , , , ,3,3,2,3,1,2,3,1,2,1,4,4,4,4,4,4,2,3,3,4,2,4,4,2,4,2,2,4,2,2,3,5,2,5,1, ,1,0,0,1,0,0,0,0,4,4,4,4,4,4,6,2, ,10,3,2, ,2, ,1, , ,0, , , , 
1147,1,3,1,1,1, ,1, , , , , , , ,5,5,4,4,5,3,3,2,3,3,2,0,0,0,0,0,1,10,4,3,3,5,4,5,2,3, , ,1, , ,1, , , ,7, , ,1, ,1, , , ,1, , , , ,3,3,1,0,1,0,0,2,0,0,0,0,0,3,1,3,3,3,3,1,2,1,3,4,4,5,1,4,4,3,4,3,2,3,4,3,3,1, ,1,1,0,0,0,0,0,0,3,2,3,4,2,3,2,2, ,7,1,2, ,1, , , ,1,0, , , , 
1148,1,3,1,1,1, , , ,1, , , , , ,5,5,4,5,5,1,2,1,3,3,3,0,0,0,0,0,1,12,4,1,1,5,5,3,1,2,1, , , , ,1, , , ,8, ,1, , , , , , , , , , , ,1,2,1,0,0,0,0,1,0,0,0,0,0,2,1,1,2,1,1,1,1,1,3,4,4,1,1,1,4,1,4,1,1,5,2,4,1,1, ,1,1,0,0,0,0,0,0,4,1,1,1,1,1,2,2, ,7,1,2, ,1, , , ,1,0, , ,1,Irish
1151,1, ,1,1,1, , , ,1, , , , , ,3,4,4,2,5,1,1,1,3,3,3,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,999,999,999,999,999,999,999,999, , , , , , , ,1, ,7,2,2, ,2, , , , ,1,1, , , 
1153,1,4,1,1,1, ,1, , , , , , , ,4,5,4,4,5,1,1,2,3,3,3,0,0,0,0,0,1,9,4,4,1,5,3,5,1,1,1,1,1, ,1,1,1, ,on week days i cant until 2 pm and have to stop at 9,3, ,1,1, ,1, , , , , , , , ,2,2,1,0,1,0,1,1,0,0,0,0,0,3,3,1, ,1,1,1,2,1,4,3,4,5,1,4,2,1,4,1,1,4,2,4,1,1, ,0,1,0,0,0,0,0,0,3,2,2,3,2,4,5,2, ,7,1,1,I sort of do I have dyslexia so every other day i do a special class that is supposed to help me,2, , , ,1, , , , , 
1157,1,3,1,1,1,1, , , , , , , , ,5,5,5,4,5,3,1,1,3,3,3,0,0,0,0,0,1,12,3,2,1,4,2,3,2,2,1, , , , , , , , ,5, , , , ,1, , , , , , , , ,2,3,1,0,0,0,0,3,0,0,0,0,0,1,3, ,1,1,1,1,1,1,2,2,3,1,1,3,4,1,4,1,1,3,1,1,1,4, ,1,1,0,0,0,0,0,0,3,1,3,4,1,3,5,1, ,7,1,2, ,1, , , ,1,0, , , , 
1158,1,2,1,1,1, , ,1, , , , , , ,5,3,3,2,4,1,2,3,3,3,2,0,0,0,0,0,1,11,1,1,3,4,1,2,4,2,1, , , , , , , , ,8,1, , , ,1, , , , , , , , ,2,3,3,0,2,0,1,1,1,1,1,1,3,3,3,3,2,2,1,1,2,1,4,2,3,5,2,3,4,4,3,4,1,4,2,3,3,1, ,0,1,0,1,0,1,0,0,5,5,2,3,4,5,5,1, ,7,1,2, ,1, , , ,1,0, , , , 
1159,1,2,1,1, , , ,1, ,1, , , , ,3,4,4,4,5,2,3,1,2,2,2,0,0,0,0,0,1,10,4,2,3,3,4,2,3,2,1, ,1, , , , , , ,8, ,1, ,1, ,1, , , , , , , , , , ,1,0,0,0,3,0,0,1,0,0,2,2,4,2,2,2,1,2,1,1,2,4,5,1,3,1,1,1,1,1,1,2,3,2,1, ,1,0,0,0,0,0,0,0,2,4,2,3,1,1,5,2, ,7,2,2, ,1, , , ,1,0, , , , 
1163,1,3,1,1,1, ,1,1,1, , , , , ,4,4,4,3,4,1,1,2,3,3,3,0,0,0,0,0,1,12,3,2,3,3,4,3,3,2,1, ,1, , , , , , ,4, ,1,1, ,1, , , , , , , , ,2,4,2,1,1,0,1,2,1,1,0,1,0,3,3,3,2,2,1,1,1,1,2,2,3,4,1,3,4,4,4,2,2,4,2,4,2,1, ,1,1,0,0,0,0,0,0,4,3,3,4,4,4,5,1, ,7,1,2, ,1, , , ,1,0, , , , 
